recid,eqid,station_latitude,station_longitude,scaled_deltaW
50,30,33.801,-118.387,-1.20963026672494
51,30,33.5556,-116.674,1.9174785166617925
52,30,35.37,-119.021,-2.357222679370718
53,30,33.26,-116.37,0.3351381248252499
54,30,35.16,-119.35,-0.1884947926299471
55,30,33.9121,-117.838,0.5352846017187047
56,30,34.564,-118.642,1.1097751115830323
57,30,34.31,-117.3,0.9222678527854468
59,30,35.733,-120.29,-2.395136816951565
60,30,35.671,-120.359,-0.7943738964752084
61,30,34.059,-117.312,1.3997400672942564
62,30,34.704,-118.426,-0.1270969609449576
63,30,34.87,-118.9,-1.1331597666057174
64,30,34.808,-118.72,0.0954004120234436
65,30,33.729,-116.979,1.2833799346352597
66,30,35.644,-118.474,-0.0334155899336716
67,30,34.09,-118.339,0.416857135203411
68,30,33.77,-118.23,-0.8988369322230684
69,30,34.674,-118.43,-0.4116704224879935
70,30,34.571,-118.56,1.7299753222872656
71,30,34.65,-118.478,0.100590453979259
72,30,34.608,-118.558,-0.3571852401889526
73,30,35.997,-119.486,0.4560082185691753
74,30,35.04,-119.429,-0.6963906233563335
75,30,35.078,-119.401,-1.422859946540724
77,30,34.57806,-118.11401,0.4292336380708884
78,30,34.139,-118.121,0.349432996693883
80,30,34.5083,-117.922,-0.0090329217506631
81,30,34.145,-119.206,-0.4030936153393923
82,30,34.091,-117.808,-0.4673730117193837
83,30,32.719,-117.163,-0.9339269734617288
84,30,33.4894,-117.671,1.3315333293044291
85,30,33.37,-117.56,0.2637459725869432
86,30,34.185,-118.018,0.3331728704231704
87,30,34.46,-118.753,-1.0577194730156294
88,30,34.9417,-118.827,0.1939930874180468
89,30,34.41,-119.85,0.0741053121180363
90,30,34.155,-117.675,1.3926156949840525
91,30,35.027,-118.791,-0.4339976877652352
92,30,34.02,-118.053,-0.0338613710778842
93,30,34.36,-117.63,0.9958938839021516
321,76,36.503,-120.32,1.2548552879037582
322,76,35.639,-120.404,-0.8348538182800527
323,76,35.743,-120.277,0.1092457363689013
324,76,35.751,-120.259,-1.4105349966816532
326,76,35.77,-120.247,-0.5150104112408105
327,76,35.724,-120.294,0.0966665528672832
328,76,35.707,-120.316,-0.109376808099043
329,76,35.718,-120.304,1.5099639053809133
330,76,35.697,-120.328,1.3977225006996603
331,76,35.684,-120.342,0.7454883731307795
332,76,35.671,-120.359,0.2925311532434467
334,76,35.872,-120.422,-0.6552974919629695
335,76,35.896,-120.398,-0.0128168841795793
336,76,35.899,-120.433,-0.0552036498926944
337,76,35.908,-120.458,1.083217073651377
338,76,35.921,-120.481,0.3403019255206023
339,76,35.927,-120.456,0.5716354295126758
340,76,35.787,-120.334,0.6474569955521433
341,76,35.803,-120.334,0.8899482050007979
342,76,35.836,-120.395,-1.6227383982870232
343,76,35.859,-120.42,-1.831981670070136
344,76,35.871,-120.404,-0.1708656326663223
345,76,35.878,-120.381,-0.1034102274854917
346,76,35.879,-120.445,-1.934661194136882
347,76,35.818,-120.378,-0.8924629879529216
348,76,35.843,-120.348,-0.7174068958957469
349,76,35.812,-120.391,-0.3992090253388577
350,76,35.87,-120.334,0.2719469511325866
351,76,35.796,-120.411,1.7623345529819845
352,76,35.785,-120.444,0.0084380223978405
353,76,35.77,-120.477,0.79207030810193
354,76,35.738,-120.507,-0.1477269857895251
355,76,35.81,-120.282,0.193341898234827
356,76,35.833,-120.27,0.7422451141843472
357,76,35.855,-120.281,-0.2995661163525989
358,76,35.957,-120.481,0.1131205942439903
359,76,35.934,-120.497,-1.1914081494841395
361,76,35.927,-120.509,0.0707686355679363
362,76,35.922,-120.534,-0.6027553011644999
363,76,35.905,-120.55,-1.4385902175423195
365,76,35.861,-120.6,-0.7140581703724421
368,76,36.034,-120.59,0.895705956532842
588,113,34.07,-118.15,0.8179363285351879
589,113,34.177,-118.096,0.4421143846505459
590,113,33.817,-117.951,-0.9643997628321314
591,113,34.13,-118.036,1.0965600439279313
592,113,34.236,-118.439,0.1414212025361555
593,113,34.1,-117.974,-0.7373728421092177
594,113,33.965,-118.158,-0.4579473183559374
595,113,34.127,-118.405,0.8377715180478661
596,113,34.132,-118.439,0.5611965116899079
597,113,34.286,-118.225,0.2008693058640985
598,113,33.916,-117.896,-0.1141818968184755
599,113,33.89,-117.927,1.341836191628142
600,113,33.8904,-117.9258,-0.34477336793036
601,113,34.168,-118.331,1.420796145743164
602,113,34.15,-118.696,0.2290393210449416
603,113,34.212,-118.606,2.086136657017464
604,113,34.419,-118.426,1.352782698908881
605,113,33.9121,-117.838,0.0996848463958884
606,113,33.812,-118.27,-1.5404175696893547
608,113,34.459,-118.65,0.1869044846388072
609,113,34.564,-118.642,1.7950033431152252
610,113,33.899,-118.196,0.9971372082612912
611,113,34.078,-117.871,-0.8542321397842749
612,113,34.087,-117.915,-0.827693317103121
613,113,33.92,-118.137,1.0393641847303223
614,113,33.924,-118.167,-0.1638518348196383
615,113,34.093,-118.019,0.5935356737743425
616,113,33.869,-117.709,1.2922208983754255
617,113,33.719,-117.937,-0.8384042923331047
618,113,34.049,-118.112,0.8112798553741548
619,113,34.2,-118.231,0.2608488125522741
620,113,34.137,-117.883,-0.6898613968199857
621,113,33.99,-117.943,-0.1527179135222705
622,113,33.729,-116.979,0.3233790977286556
623,113,33.662,-117.997,-0.6395184366730282
624,113,33.905,-118.279,0.43454492338221
625,113,33.929,-118.26,0.713204522070239
626,113,34.009,-118.361,0.1974508074116399
627,113,34.001,-118.431,-2.512022485330495
628,113,34.063,-118.418,-0.9051405914080878
629,113,34.062,-118.416,-1.7712074315984163
630,113,34.086,-118.481,-0.3819807860540009
631,113,34.088,-118.222,-1.084082091035749
632,113,34.004,-118.23,-1.1197588543955257
633,113,34.115,-118.244,-0.0140442453983662
634,113,34.09,-118.339,-0.7605108258028903
635,113,34.089,-118.435,-1.855069187495619
636,113,34.111,-118.189,-0.8162155164231546
637,113,34.082,-118.298,0.4456528970719448
638,113,34.037,-118.178,0.452566170784264
639,113,34.005,-118.279,0.0121603218851763
