display_name,model,n_events,rep,rmse
Pairwise empirical semivariogram,pairwise,120,45,0.0119933092155621
Pairwise empirical semivariogram,pairwise,120,46,0.0051536376119557
Pairwise empirical semivariogram,pairwise,120,47,0.0053670025812231
Pairwise empirical semivariogram,pairwise,120,48,0.0019480488371465
Pairwise empirical semivariogram,pairwise,120,49,0.0025754756546354
Pairwise empirical semivariogram,pairwise,120,50,0.0042529117730696
Pairwise empirical semivariogram,pairwise,120,51,0.0056075674677256
Pairwise empirical semivariogram,pairwise,120,52,0.008719567443917
Pairwise empirical semivariogram,pairwise,120,53,0.0022727144951887
Pairwise empirical semivariogram,pairwise,120,54,0.0200590233745529
Pairwise empirical semivariogram,pairwise,120,55,0.0233517422459979
Pairwise empirical semivariogram,pairwise,120,56,0.0087635970183064
Pairwise empirical semivariogram,pairwise,120,57,0.0091900004111477
Pairwise empirical semivariogram,pairwise,120,58,0.0067715577641142
Pairwise empirical semivariogram,pairwise,120,59,0.0013852792331929
Pairwise empirical semivariogram,pairwise,120,60,0.0052052396572397
Pairwise empirical semivariogram,pairwise,120,61,0.0047902249547049
Pairwise empirical semivariogram,pairwise,120,62,0.0077390565191062
Pairwise empirical semivariogram,pairwise,120,63,0.008013177816911
Pairwise empirical semivariogram,pairwise,120,64,0.0060841457451605
Pairwise empirical semivariogram,pairwise,120,65,0.0020076191310051
Pairwise empirical semivariogram,pairwise,120,66,0.0137628592645001
Pairwise empirical semivariogram,pairwise,120,67,0.0018563101020158
Pairwise empirical semivariogram,pairwise,120,68,0.005608842665711
Pairwise empirical semivariogram,pairwise,120,69,0.0015104536714573
Pairwise empirical semivariogram,pairwise,120,70,0.0141161342060928
Pairwise empirical semivariogram,pairwise,120,71,0.0062765092054848
Pairwise empirical semivariogram,pairwise,120,72,0.0244721724155465
Pairwise empirical semivariogram,pairwise,120,73,0.0148007155994741
Pairwise empirical semivariogram,pairwise,120,74,0.0066880160705608
Pairwise empirical semivariogram,pairwise,120,75,0.0109435950713518
Pairwise empirical semivariogram,pairwise,120,76,0.0085036998777104
Pairwise empirical semivariogram,pairwise,120,77,0.0216886412053049
Pairwise empirical semivariogram,pairwise,120,78,0.0059678246238437
Pairwise empirical semivariogram,pairwise,120,79,0.0161777723143761
Pairwise empirical semivariogram,pairwise,120,80,0.0039661226408772
Pairwise empirical semivariogram,pairwise,120,81,0.0097757003050326
Pairwise empirical semivariogram,pairwise,120,82,0.006941045003491
Pairwise empirical semivariogram,pairwise,120,83,0.0058491466010803
Pairwise empirical semivariogram,pairwise,120,84,0.0087367265838204
Pairwise empirical semivariogram,pairwise,120,85,0.0086875150044101
Pairwise empirical semivariogram,pairwise,120,86,0.0038732742721194
Pairwise empirical semivariogram,pairwise,120,87,0.0049889646301521
Pairwise empirical semivariogram,pairwise,120,88,0.0109500884216279
Pairwise empirical semivariogram,pairwise,120,89,0.0088252199454006
Pairwise empirical semivariogram,pairwise,120,90,0.0055970991503669
Pairwise empirical semivariogram,pairwise,120,91,0.0068534236284282
Pairwise empirical semivariogram,pairwise,120,92,0.0089431151156325
Pairwise empirical semivariogram,pairwise,120,93,0.0053643163654471
Pairwise empirical semivariogram,pairwise,120,94,0.0049176310445995
Pairwise empirical semivariogram,pairwise,120,95,0.0128148062403485
Pairwise empirical semivariogram,pairwise,120,96,0.0077518757979071
Pairwise empirical semivariogram,pairwise,120,97,0.0060852974496021
Pairwise empirical semivariogram,pairwise,120,98,0.0075371375709775
Pairwise empirical semivariogram,pairwise,120,99,0.001714045847611
LMC semivariogram,lmc,40,0,0.03255107979583444
LMC semivariogram,lmc,40,1,0.023067132895679812
LMC semivariogram,lmc,40,2,0.01760860126043923
LMC semivariogram,lmc,40,3,0.048192912065605956
LMC semivariogram,lmc,40,4,0.02956021625535731
LMC semivariogram,lmc,40,5,0.0325904556252693
LMC semivariogram,lmc,40,6,0.03263650091064842
LMC semivariogram,lmc,40,7,0.044224518265043145
LMC semivariogram,lmc,40,8,0.018991206784242202
LMC semivariogram,lmc,40,9,0.04823301304547343
LMC semivariogram,lmc,40,10,0.03614783947380059
LMC semivariogram,lmc,40,11,0.029549041731432937
LMC semivariogram,lmc,40,12,0.02622106368511284
LMC semivariogram,lmc,40,13,0.03175003868659796
LMC semivariogram,lmc,40,14,0.020953389181813987
LMC semivariogram,lmc,40,15,0.04937396247835592
LMC semivariogram,lmc,40,16,0.02327218582581841
LMC semivariogram,lmc,40,17,0.061031269439030374
LMC semivariogram,lmc,40,18,0.03578545855464484
LMC semivariogram,lmc,40,19,0.022363225845775325
LMC semivariogram,lmc,40,20,0.037355487858779866
LMC semivariogram,lmc,40,21,0.02659666037800366
LMC semivariogram,lmc,40,22,0.018377945887374965
LMC semivariogram,lmc,40,23,0.04019901516827973
LMC semivariogram,lmc,40,24,0.03806762813672694
LMC semivariogram,lmc,40,25,0.030551656263303997
LMC semivariogram,lmc,40,26,0.047952732076856665
LMC semivariogram,lmc,40,27,0.030377025228341053
LMC semivariogram,lmc,40,28,0.02994068390678038
LMC semivariogram,lmc,40,29,0.03854122104562
LMC semivariogram,lmc,40,30,0.023091210821767853
LMC semivariogram,lmc,40,31,0.023779199730371556
LMC semivariogram,lmc,40,32,0.04223102613836987
LMC semivariogram,lmc,40,33,0.03167234499637018
LMC semivariogram,lmc,40,34,0.01751142449688437
LMC semivariogram,lmc,40,35,0.026965845798396434
LMC semivariogram,lmc,40,36,0.04041591952321422
LMC semivariogram,lmc,40,37,0.036703139156779654
LMC semivariogram,lmc,40,38,0.015116929857747064
LMC semivariogram,lmc,40,39,0.02605689837671554
LMC semivariogram,lmc,40,40,0.014384656194973582
LMC semivariogram,lmc,40,41,0.01579323399215616
LMC semivariogram,lmc,40,42,0.03678614678422038
LMC semivariogram,lmc,40,43,0.03312505746038704
LMC semivariogram,lmc,40,44,0.03578152635656232
LMC semivariogram,lmc,40,45,0.035838583604294365
LMC semivariogram,lmc,40,46,0.02194068853261514
LMC semivariogram,lmc,40,47,0.027669886093538203
LMC semivariogram,lmc,40,48,0.044803497218120734
LMC semivariogram,lmc,40,49,0.030878955780354492
LMC semivariogram,lmc,40,50,0.06073332595181483
LMC semivariogram,lmc,40,51,0.024299443864380547
LMC semivariogram,lmc,40,52,0.04387817977649024
LMC semivariogram,lmc,40,53,0.04658628971017375
LMC semivariogram,lmc,40,54,0.05048010096554623
LMC semivariogram,lmc,40,55,0.024821477353445812
LMC semivariogram,lmc,40,56,0.03158666235987601
LMC semivariogram,lmc,40,57,0.04084696092294645
LMC semivariogram,lmc,40,58,0.0349608498555568
LMC semivariogram,lmc,40,59,0.04540169725305978
LMC semivariogram,lmc,40,60,0.02358433528752294
LMC semivariogram,lmc,40,61,0.053168581001012676
LMC semivariogram,lmc,40,62,0.03443881728007612
LMC semivariogram,lmc,40,63,0.04627949259078899
LMC semivariogram,lmc,40,64,0.018551107184085314
LMC semivariogram,lmc,40,65,0.027548000722055627
LMC semivariogram,lmc,40,66,0.023951775259233844
LMC semivariogram,lmc,40,67,0.023827767270192843
LMC semivariogram,lmc,40,68,0.03952927402192786
LMC semivariogram,lmc,40,69,0.02059887939513203
LMC semivariogram,lmc,40,70,0.02222574601722118
LMC semivariogram,lmc,40,71,0.020474300016085956
LMC semivariogram,lmc,40,72,0.040089540313090255
LMC semivariogram,lmc,40,73,0.06016052776454937
LMC semivariogram,lmc,40,74,0.020280429030720235
LMC semivariogram,lmc,40,75,0.03903548004942298
LMC semivariogram,lmc,40,76,0.05443477940367043
LMC semivariogram,lmc,40,77,0.042221559363611626
LMC semivariogram,lmc,40,78,0.038829893714137975
LMC semivariogram,lmc,40,79,0.03849345142545216
LMC semivariogram,lmc,40,80,0.023465154059598117
LMC semivariogram,lmc,40,81,0.025393302807643986
LMC semivariogram,lmc,40,82,0.028874225285756738
LMC semivariogram,lmc,40,83,0.041918260448640596
LMC semivariogram,lmc,40,84,0.035536934139622695
LMC semivariogram,lmc,40,85,0.03025008962418628
LMC semivariogram,lmc,40,86,0.02179986698024247
LMC semivariogram,lmc,40,87,0.013357873155252801
LMC semivariogram,lmc,40,88,0.030413352368051653
LMC semivariogram,lmc,40,89,0.020598822377383967
LMC semivariogram,lmc,40,90,0.043611997504138585
LMC semivariogram,lmc,40,91,0.01730442958658726
LMC semivariogram,lmc,40,92,0.01643671997149148
LMC semivariogram,lmc,40,93,0.024291346496796613
LMC semivariogram,lmc,40,94,0.061014020898901664
LMC semivariogram,lmc,40,95,0.023635842968817992
LMC semivariogram,lmc,40,96,0.03201523648929098
LMC semivariogram,lmc,40,97,0.014055123047126031
LMC semivariogram,lmc,40,98,0.028734006249612334
LMC semivariogram,lmc,40,99,0.029077989331642882
LMC semivariogram,lmc,60,0,0.021812311327842743
LMC semivariogram,lmc,60,1,0.03040786379737061
LMC semivariogram,lmc,60,2,0.025587042488653747
LMC semivariogram,lmc,60,3,0.021024713070956765
LMC semivariogram,lmc,60,4,0.01286294935264725
LMC semivariogram,lmc,60,5,0.019500317438696846
LMC semivariogram,lmc,60,6,0.021559415286884237
LMC semivariogram,lmc,60,7,0.018880958837475797
LMC semivariogram,lmc,60,8,0.021155777621940583
LMC semivariogram,lmc,60,9,0.012737194942460691
LMC semivariogram,lmc,60,10,0.009617415745886902
LMC semivariogram,lmc,60,11,0.02655730184070342
LMC semivariogram,lmc,60,12,0.036361777981715374
LMC semivariogram,lmc,60,13,0.036725966894798276
LMC semivariogram,lmc,60,14,0.019873863834513065
LMC semivariogram,lmc,60,15,0.013953142095603062
LMC semivariogram,lmc,60,16,0.02061850694460896
LMC semivariogram,lmc,60,17,0.020901945022183448
LMC semivariogram,lmc,60,18,0.020119275079330687
LMC semivariogram,lmc,60,19,0.026409028842780707
LMC semivariogram,lmc,60,20,0.009289259795495825
LMC semivariogram,lmc,60,21,0.00899227691245635
LMC semivariogram,lmc,60,22,0.029427572934352622
LMC semivariogram,lmc,60,23,0.028364081014525547
LMC semivariogram,lmc,60,24,0.02140366969093829
LMC semivariogram,lmc,60,25,0.026464101358941908
LMC semivariogram,lmc,60,26,0.02050337502481022
LMC semivariogram,lmc,60,27,0.018435811805371505
LMC semivariogram,lmc,60,28,0.025939566622900655
LMC semivariogram,lmc,60,29,0.026985851695481428
LMC semivariogram,lmc,60,30,0.024135375186605596
LMC semivariogram,lmc,60,31,0.02394817116092857
LMC semivariogram,lmc,60,32,0.01735263464016612
LMC semivariogram,lmc,60,33,0.029604588713011255
LMC semivariogram,lmc,60,34,0.011348062353913706
LMC semivariogram,lmc,60,35,0.016202310029115367
LMC semivariogram,lmc,60,36,0.0170934714534933
LMC semivariogram,lmc,60,37,0.019990605554482208
LMC semivariogram,lmc,60,38,0.02321424387991532
LMC semivariogram,lmc,60,39,0.015820229613185792
LMC semivariogram,lmc,60,40,0.015346576247180008
LMC semivariogram,lmc,60,41,0.04354323745427334
LMC semivariogram,lmc,60,42,0.020036230101841673
LMC semivariogram,lmc,60,43,0.014342965266996478
LMC semivariogram,lmc,60,44,0.013610405553901198
LMC semivariogram,lmc,60,45,0.01857306622997793
LMC semivariogram,lmc,60,46,0.015516004622207747
LMC semivariogram,lmc,60,47,0.030357776503136244
LMC semivariogram,lmc,60,48,0.031027583449148313
LMC semivariogram,lmc,60,49,0.01604135064706583
LMC semivariogram,lmc,60,50,0.020183888988516325
LMC semivariogram,lmc,60,51,0.01967977039073988
LMC semivariogram,lmc,60,52,0.04433647843687646
LMC semivariogram,lmc,60,53,0.031833174393816804
LMC semivariogram,lmc,60,54,0.02427294136925332
LMC semivariogram,lmc,60,55,0.01681269165327344
LMC semivariogram,lmc,60,56,0.022306102479720254
LMC semivariogram,lmc,60,57,0.02169814178740428
LMC semivariogram,lmc,60,58,0.02150162619957154
LMC semivariogram,lmc,60,59,0.014718730356738478
LMC semivariogram,lmc,60,60,0.018216457828504822
LMC semivariogram,lmc,60,61,0.01890411348994912
LMC semivariogram,lmc,60,62,0.022779451858999867
LMC semivariogram,lmc,60,63,0.018775884795888334
LMC semivariogram,lmc,60,64,0.020120421297666283
LMC semivariogram,lmc,60,65,0.019833674701699333
LMC semivariogram,lmc,60,66,0.025241715090280472
LMC semivariogram,lmc,60,67,0.007150774910690664
LMC semivariogram,lmc,60,68,0.018804833320154653
LMC semivariogram,lmc,60,69,0.014476829135710184
LMC semivariogram,lmc,60,70,0.01744077659513571
LMC semivariogram,lmc,60,71,0.021708723530808934
LMC semivariogram,lmc,60,72,0.021291974500739344
LMC semivariogram,lmc,60,73,0.026422584823229196
LMC semivariogram,lmc,60,74,0.013324252192051984
LMC semivariogram,lmc,60,75,0.01067980937806062
LMC semivariogram,lmc,60,76,0.03564394168105225
LMC semivariogram,lmc,60,77,0.03391870952143351
LMC semivariogram,lmc,60,78,0.021671216655929675
LMC semivariogram,lmc,60,79,0.013045483215016815
LMC semivariogram,lmc,60,80,0.01535479325513855
LMC semivariogram,lmc,60,81,0.026653147272721164
LMC semivariogram,lmc,60,82,0.02439056119077835
LMC semivariogram,lmc,60,83,0.01857243782875908
LMC semivariogram,lmc,60,84,0.0194909973179549
LMC semivariogram,lmc,60,85,0.012158071486022978
LMC semivariogram,lmc,60,86,0.019876170566110397
LMC semivariogram,lmc,60,87,0.03435853838095982
LMC semivariogram,lmc,60,88,0.02722479581031532
LMC semivariogram,lmc,60,89,0.016800995772753968
LMC semivariogram,lmc,60,90,0.03357508915201562
LMC semivariogram,lmc,60,91,0.045612376448374646
LMC semivariogram,lmc,60,92,0.022370623961419464
LMC semivariogram,lmc,60,93,0.010033565124988073
LMC semivariogram,lmc,60,94,0.031686752840759835
LMC semivariogram,lmc,60,95,0.030642081738571945
LMC semivariogram,lmc,60,96,0.011449871683345596
LMC semivariogram,lmc,80,0,0.019129247788169854
LMC semivariogram,lmc,80,1,0.012954821457027204
LMC semivariogram,lmc,80,2,0.012782104399692958
LMC semivariogram,lmc,80,3,0.017206935592608604
LMC semivariogram,lmc,80,4,0.01485201557062139
LMC semivariogram,lmc,80,5,0.012760158650129057
LMC semivariogram,lmc,80,6,0.01792329030175342
LMC semivariogram,lmc,80,7,0.010256325075626845
LMC semivariogram,lmc,80,8,0.008738590450275896
LMC semivariogram,lmc,80,9,0.018143714058135724
LMC semivariogram,lmc,80,10,0.024580820737679344
LMC semivariogram,lmc,80,11,0.010331374902256404
LMC semivariogram,lmc,80,12,0.013743079786349944
LMC semivariogram,lmc,80,13,0.011104540322518855
LMC semivariogram,lmc,80,14,0.0168899895048424
LMC semivariogram,lmc,80,15,0.02488126156147743
LMC semivariogram,lmc,80,16,0.020385155347439298
LMC semivariogram,lmc,80,17,0.023492531051607014
LMC semivariogram,lmc,80,18,0.015721396363023176
LMC semivariogram,lmc,80,19,0.018322176476452276
LMC semivariogram,lmc,80,20,0.017263297100189347
LMC semivariogram,lmc,80,21,0.01650780009240738
LMC semivariogram,lmc,80,22,0.010754523115722217
LMC semivariogram,lmc,80,23,0.018149050958132813
LMC semivariogram,lmc,80,24,0.01450538306359889
LMC semivariogram,lmc,80,25,0.011935181132035063
LMC semivariogram,lmc,80,26,0.031077086909794927
LMC semivariogram,lmc,80,27,0.019539353595690534
LMC semivariogram,lmc,80,28,0.013613366711353008
LMC semivariogram,lmc,80,29,0.009046232105521053
LMC semivariogram,lmc,80,30,0.0098266086854036
LMC semivariogram,lmc,80,31,0.01314082537478663
LMC semivariogram,lmc,80,32,0.012881094949502831
LMC semivariogram,lmc,80,33,0.02171692940645303
LMC semivariogram,lmc,80,34,0.018450314073630323
LMC semivariogram,lmc,80,35,0.00863355797965184
LMC semivariogram,lmc,80,36,0.015825654653408374
LMC semivariogram,lmc,80,37,0.011604106231322922
LMC semivariogram,lmc,80,38,0.01234980733376571
LMC semivariogram,lmc,80,39,0.017507309961455747
LMC semivariogram,lmc,80,40,0.010636908149696643
LMC semivariogram,lmc,80,41,0.028107898957338177
LMC semivariogram,lmc,80,42,0.016769996903813297
LMC semivariogram,lmc,80,43,0.020080491526935314
LMC semivariogram,lmc,80,44,0.020483123599439924
LMC semivariogram,lmc,80,45,0.014661728504894053
LMC semivariogram,lmc,80,46,0.01152569390335026
LMC semivariogram,lmc,80,47,0.012077719920042048
LMC semivariogram,lmc,80,48,0.019105261162085805
LMC semivariogram,lmc,80,49,0.010793393410981334
LMC semivariogram,lmc,80,50,0.014349614749109346
LMC semivariogram,lmc,80,51,0.024451181245584208
LMC semivariogram,lmc,80,52,0.00887139346031309
LMC semivariogram,lmc,80,53,0.01588228465144116
LMC semivariogram,lmc,80,54,0.017545812324438366
LMC semivariogram,lmc,80,55,0.016736607651896676
LMC semivariogram,lmc,80,56,0.016949537072046265
LMC semivariogram,lmc,80,57,0.02253169746484698
LMC semivariogram,lmc,80,58,0.01419886099882448
LMC semivariogram,lmc,80,59,0.016733593667565064
LMC semivariogram,lmc,80,60,0.00595025577551872
LMC semivariogram,lmc,80,61,0.017873839766335924
LMC semivariogram,lmc,80,62,0.022561417622326444
LMC semivariogram,lmc,80,63,0.019209022555924136
LMC semivariogram,lmc,80,64,0.023247929094938797
LMC semivariogram,lmc,80,65,0.013613721310654857
LMC semivariogram,lmc,80,66,0.01155624672172855
LMC semivariogram,lmc,80,67,0.01442397131332239
LMC semivariogram,lmc,80,68,0.01680391964598871
LMC semivariogram,lmc,80,69,0.009886156304257113
LMC semivariogram,lmc,80,70,0.01410047989927639
LMC semivariogram,lmc,80,71,0.012378297316110542
LMC semivariogram,lmc,80,72,0.03252448472468407
LMC semivariogram,lmc,80,73,0.012965358926967553
LMC semivariogram,lmc,80,74,0.014653759783626671
LMC semivariogram,lmc,80,75,0.011081992513459144
LMC semivariogram,lmc,80,76,0.02103939353286464
LMC semivariogram,lmc,80,77,0.020048697078065714
LMC semivariogram,lmc,80,78,0.0041974072504372285
LMC semivariogram,lmc,80,79,0.010994467918180269
LMC semivariogram,lmc,80,80,0.02915803081779678
LMC semivariogram,lmc,80,81,0.013221841336579675
LMC semivariogram,lmc,80,82,0.011741024820581411
LMC semivariogram,lmc,80,83,0.02629219635361258
LMC semivariogram,lmc,80,84,0.016643627675419746
LMC semivariogram,lmc,80,85,0.020958786299267135
LMC semivariogram,lmc,80,86,0.01262669463206495
LMC semivariogram,lmc,80,87,0.026355867022942625
LMC semivariogram,lmc,80,88,0.0040256585012237505
LMC semivariogram,lmc,80,89,0.027323847031191527
LMC semivariogram,lmc,80,90,0.01669346139236263
LMC semivariogram,lmc,80,91,0.020524795506590122
LMC semivariogram,lmc,80,92,0.025904999180748095
LMC semivariogram,lmc,80,93,0.016317097776445764
LMC semivariogram,lmc,80,94,0.005227444602618914
LMC semivariogram,lmc,80,95,0.016185463588613017
LMC semivariogram,lmc,80,96,0.018793118863610028
LMC semivariogram,lmc,80,97,0.016687596275275454
LMC semivariogram,lmc,80,98,0.028501663513341234
LMC semivariogram,lmc,80,99,0.019296249340073464
LMC semivariogram,lmc,100,0,0.014050666176037261
LMC semivariogram,lmc,100,1,0.011559706324690317
LMC semivariogram,lmc,100,2,0.009936446416995716
LMC semivariogram,lmc,100,3,0.016113543155605134
LMC semivariogram,lmc,100,4,0.008869950480727536
LMC semivariogram,lmc,100,5,0.013317826139672912
LMC semivariogram,lmc,100,6,0.01489818227118478
LMC semivariogram,lmc,100,7,0.00855681635840574
LMC semivariogram,lmc,100,8,0.015394992784579514
LMC semivariogram,lmc,100,9,0.007394562485213237
LMC semivariogram,lmc,100,10,0.01644838444030526
LMC semivariogram,lmc,100,11,0.010658794133181148
LMC semivariogram,lmc,100,12,0.01689289315589815
LMC semivariogram,lmc,100,13,0.005733336058529919
LMC semivariogram,lmc,100,14,0.012336923265093109
LMC semivariogram,lmc,100,15,0.006170258305719083
LMC semivariogram,lmc,100,16,0.0090421284212247
LMC semivariogram,lmc,100,17,0.009212712379858662
LMC semivariogram,lmc,100,18,0.00704714318439499
LMC semivariogram,lmc,100,19,0.011765128060444949
LMC semivariogram,lmc,100,20,0.005909377849355277
LMC semivariogram,lmc,100,21,0.007925608911533594
LMC semivariogram,lmc,100,22,0.011869466071468148
LMC semivariogram,lmc,100,23,0.02534073744502068
LMC semivariogram,lmc,100,24,0.015403269046461287
LMC semivariogram,lmc,100,25,0.025158321565250958
LMC semivariogram,lmc,100,26,0.01483148404386231
LMC semivariogram,lmc,100,27,0.015300743823992045
LMC semivariogram,lmc,100,28,0.010500913826502327
LMC semivariogram,lmc,100,29,0.002846634861217283
LMC semivariogram,lmc,100,30,0.011205389368708052
LMC semivariogram,lmc,100,31,0.015811671052256067
LMC semivariogram,lmc,100,32,0.016461114700788575
LMC semivariogram,lmc,100,33,0.008926558442430949
LMC semivariogram,lmc,100,34,0.011189906094870415
LMC semivariogram,lmc,100,35,0.014644911411127722
LMC semivariogram,lmc,100,36,0.007755828774936707
LMC semivariogram,lmc,100,37,0.013768195511975787
LMC semivariogram,lmc,100,38,0.008928197468336455
LMC semivariogram,lmc,100,39,0.007869241679608898
LMC semivariogram,lmc,100,40,0.012186960532683368
LMC semivariogram,lmc,100,41,0.012661084199961528
LMC semivariogram,lmc,100,42,0.0060445806540896435
LMC semivariogram,lmc,100,43,0.016192971434832996
LMC semivariogram,lmc,100,44,0.0053878934106563175
LMC semivariogram,lmc,100,45,0.016848613476552036
LMC semivariogram,lmc,100,46,0.011069577513226195
LMC semivariogram,lmc,100,47,0.012341481352856783
LMC semivariogram,lmc,100,48,0.009038568871094076
LMC semivariogram,lmc,100,49,0.015947940924145525
LMC semivariogram,lmc,100,50,0.014194906377311219
LMC semivariogram,lmc,100,51,0.012659224825705943
LMC semivariogram,lmc,100,52,0.00540582383084042
LMC semivariogram,lmc,100,53,0.021700686557179553
LMC semivariogram,lmc,100,54,0.0072268887778832325
LMC semivariogram,lmc,100,55,0.01764254460294584
LMC semivariogram,lmc,100,56,0.019967963365795555
LMC semivariogram,lmc,100,57,0.014172731767975172
LMC semivariogram,lmc,100,58,0.011155846708479614
LMC semivariogram,lmc,100,59,0.018430386769187873
LMC semivariogram,lmc,100,60,0.007524406802115479
LMC semivariogram,lmc,100,61,0.02001087537540175
LMC semivariogram,lmc,100,62,0.0036369093429183454
LMC semivariogram,lmc,100,63,0.008319006367745671
LMC semivariogram,lmc,100,64,0.013894268842993475
LMC semivariogram,lmc,100,65,0.013169982054387401
LMC semivariogram,lmc,100,66,0.0051974590708701975
LMC semivariogram,lmc,100,67,0.009629813888086152
LMC semivariogram,lmc,100,68,0.016970353979415022
LMC semivariogram,lmc,100,69,0.006015851566200967
LMC semivariogram,lmc,100,70,0.011591452618792134
LMC semivariogram,lmc,100,71,0.013757519002183501
LMC semivariogram,lmc,100,72,0.01230705754451187
LMC semivariogram,lmc,100,73,0.01185216220650217
LMC semivariogram,lmc,100,74,0.00997671029395085
LMC semivariogram,lmc,100,75,0.005746319775951036
LMC semivariogram,lmc,100,76,0.01626766465198701
LMC semivariogram,lmc,100,77,0.015543106273770363
LMC semivariogram,lmc,100,78,0.013134263627169471
LMC semivariogram,lmc,100,79,0.009257827328791783
LMC semivariogram,lmc,100,80,0.011007896809949593
LMC semivariogram,lmc,100,81,0.0041701615264063095
LMC semivariogram,lmc,100,82,0.01686004339678689
LMC semivariogram,lmc,100,83,0.009795266488411742
LMC semivariogram,lmc,100,84,0.009108077234943722
LMC semivariogram,lmc,100,85,0.01701381398587015
LMC semivariogram,lmc,100,86,0.018482501714872333
LMC semivariogram,lmc,100,87,0.00887172109013352
LMC semivariogram,lmc,100,88,0.005727206830073742
LMC semivariogram,lmc,100,89,0.024807239293536894
LMC semivariogram,lmc,100,90,0.0032479889380001205
LMC semivariogram,lmc,100,91,0.010875293734633458
LMC semivariogram,lmc,100,92,0.007295012579907958
LMC semivariogram,lmc,100,93,0.018596393062669532
LMC semivariogram,lmc,120,0,0.007958675767968248
LMC semivariogram,lmc,120,1,0.00758499562149546
LMC semivariogram,lmc,120,2,0.001452037184401787
LMC semivariogram,lmc,120,3,0.007032517268876109
LMC semivariogram,lmc,120,4,0.004934734692892457
LMC semivariogram,lmc,120,5,0.0029157950142085893
LMC semivariogram,lmc,120,6,0.0023271908256883417
LMC semivariogram,lmc,120,7,0.0025078266543660122
LMC semivariogram,lmc,120,8,0.0032056453030162905
LMC semivariogram,lmc,120,9,0.0014357641198996002
LMC semivariogram,lmc,120,10,0.005000923389764606
LMC semivariogram,lmc,120,11,0.004514742306931004
LMC semivariogram,lmc,120,12,0.012160142046179422
LMC semivariogram,lmc,120,13,0.004622257397354424
LMC semivariogram,lmc,120,14,0.004057970470442462
LMC semivariogram,lmc,120,15,0.00466330491093879
LMC semivariogram,lmc,120,16,0.0068655924780495585
LMC semivariogram,lmc,120,17,0.007732796806773062
LMC semivariogram,lmc,120,18,0.003356374919434088
LMC semivariogram,lmc,120,19,0.0015245456337952175
LMC semivariogram,lmc,120,20,0.013341628684038773
LMC semivariogram,lmc,120,21,0.0116123493937169
LMC semivariogram,lmc,120,22,0.00604445651548413
LMC semivariogram,lmc,120,23,0.00483847196194322
LMC semivariogram,lmc,120,24,0.0013431112471429224
LMC semivariogram,lmc,120,25,0.0012756628970471168
LMC semivariogram,lmc,120,26,0.006361473452804581
LMC semivariogram,lmc,120,27,0.014557647837763256
LMC semivariogram,lmc,120,28,0.0021610895841226285
LMC semivariogram,lmc,120,29,0.004259862896419594
LMC semivariogram,lmc,120,30,0.001723577072546521
LMC semivariogram,lmc,120,31,0.004209060074392651
LMC semivariogram,lmc,120,32,0.002722372109235389
LMC semivariogram,lmc,120,33,0.006747757947620179
LMC semivariogram,lmc,120,34,0.008464728456797218
LMC semivariogram,lmc,120,35,0.005543547367085255
LMC semivariogram,lmc,120,36,0.0037673070347070507
LMC semivariogram,lmc,120,37,0.0022724735404069645
LMC semivariogram,lmc,120,38,0.010758739905034908
LMC semivariogram,lmc,120,39,0.004930039295962491
LMC semivariogram,lmc,120,40,0.013276128881324062
LMC semivariogram,lmc,120,41,0.001777630291970974
LMC semivariogram,lmc,120,42,0.005948763533188025
LMC semivariogram,lmc,120,43,0.012092388785108429
LMC semivariogram,lmc,120,44,0.004082481737866332
LMC semivariogram,lmc,120,45,0.00362989193184519
LMC semivariogram,lmc,120,46,0.005698375695101646
LMC semivariogram,lmc,120,47,0.004885582668692697
LMC semivariogram,lmc,120,48,0.0025124154078996707
LMC semivariogram,lmc,120,49,0.0018807518632882277
LMC semivariogram,lmc,120,50,0.0024609223898320867
LMC semivariogram,lmc,120,51,0.0019508090685496546
LMC semivariogram,lmc,120,52,0.0072419912584452805
LMC semivariogram,lmc,120,53,0.001807915898595783
LMC semivariogram,lmc,120,54,0.011997809443218273
LMC semivariogram,lmc,120,55,0.007803572758547054
LMC semivariogram,lmc,120,56,0.004607456461837719
LMC semivariogram,lmc,120,57,0.004276084661020121
LMC semivariogram,lmc,120,58,0.009063773634854026
LMC semivariogram,lmc,120,59,0.0012464889790225575
LMC semivariogram,lmc,120,60,0.002992729953956092
LMC semivariogram,lmc,120,61,0.0033166896885586084
LMC semivariogram,lmc,120,62,0.007258427704565517
LMC semivariogram,lmc,120,63,0.009299378466289424
LMC semivariogram,lmc,120,64,0.007308617784071661
LMC semivariogram,lmc,120,65,0.00106135158637436
LMC semivariogram,lmc,120,66,0.01039054283592747
LMC semivariogram,lmc,120,67,0.001748615712653704
LMC semivariogram,lmc,120,68,0.006621306135339685
LMC semivariogram,lmc,120,69,0.0009573514638569656
LMC semivariogram,lmc,120,70,0.007972309635700727
LMC semivariogram,lmc,120,71,0.004250195249736425
LMC semivariogram,lmc,120,72,0.0075416065835961455
LMC semivariogram,lmc,120,73,0.010218992030519897
LMC semivariogram,lmc,120,74,0.0046398296033145795
LMC semivariogram,lmc,120,75,0.013439405592103954
LMC semivariogram,lmc,120,76,0.0071693013413967315
LMC semivariogram,lmc,120,77,0.005787373704026461
