model,task,unit,n_observations,rmse,mean_crps
IOX full semivariogram,period_holdout,T=3,7997.0,0.6123701576127556,0.3426034785889215
IOX full semivariogram,period_holdout,T=6,5558.0,0.7001451977630765,0.3915523229177223
IOX full semivariogram,random_holdout,0,11025.0,0.3784332741642179,0.1915214972492847
IOX full semivariogram,random_holdout,1,11025.0,0.3718333035516552,0.1885838446856548
IOX full semivariogram,random_holdout,2,11025.0,0.3791769928995418,0.1905299481023333
IOX full semivariogram,random_holdout,3,11025.0,0.3728516824253409,0.1887443552358176
IOX full semivariogram,random_holdout,4,11025.0,0.3699142897721391,0.1879700445462794
IOX full semivariogram,random_holdout,5,11025.0,0.371101053679906,0.188030984978727
IOX full semivariogram,random_holdout,6,11025.0,0.3708204080693141,0.1887604618193938
IOX full semivariogram,random_holdout,7,11025.0,0.369810905601719,0.1879069282585493
IOX full semivariogram,random_holdout,8,11025.0,0.3726695986816218,0.1885498482929174
IOX full semivariogram,random_holdout,9,11025.0,0.3690071453408368,0.1865686587191389
IOX full semivariogram,random_holdout,10,11025.0,0.3673743140947309,0.1861214971315931
IOX full semivariogram,random_holdout,11,11025.0,0.3723266358294454,0.1888378508214848
IOX full semivariogram,random_holdout,12,11025.0,0.372395883097308,0.1888741821069624
IOX full semivariogram,random_holdout,13,11025.0,0.3691410146579413,0.1865881902713194
IOX full semivariogram,random_holdout,14,11025.0,0.3756774772571158,0.189475219378496
IOX full semivariogram,random_holdout,15,11025.0,0.370567645498157,0.1880391839931691
IOX full semivariogram,random_holdout,16,11025.0,0.3753332654727913,0.1890128504888088
IOX full semivariogram,random_holdout,17,11025.0,0.3715889517415255,0.1879937242469286
IOX full semivariogram,random_holdout,18,11025.0,0.3727140488108437,0.1880791804097024
IOX full semivariogram,random_holdout,19,11025.0,0.3650655889848909,0.1850090406344492
IOX full semivariogram,station_holdout,0,10998.0,0.9106842008410664,0.4984770029523762
IOX full semivariogram,station_holdout,1,11005.0,0.951692885906173,0.5085267026638257
IOX full semivariogram,station_holdout,2,11020.0,0.9143620053044628,0.4944248688032461
IOX full semivariogram,station_holdout,3,10999.0,0.8838369680119919,0.4808540784397089
IOX full semivariogram,station_holdout,4,11013.0,0.9009592531750358,0.4897516067570548
IOX full semivariogram,station_holdout,5,11015.0,0.9013827342857574,0.4861229855309034
IOX full semivariogram,station_holdout,6,11014.0,0.8915771766757474,0.484649034572311
IOX full semivariogram,station_holdout,7,11019.0,0.8976818502563135,0.4893904824430485
IOX full semivariogram,station_holdout,8,10982.0,0.8918925285492345,0.4836502478164847
IOX full semivariogram,station_holdout,9,10974.0,0.8756141967650237,0.4794663464029757
IOX full semivariogram,station_holdout,10,11011.0,0.8853967370971659,0.4821997259185633
IOX full semivariogram,station_holdout,11,10985.0,0.9054675625405334,0.4887528535546762
IOX full semivariogram,station_holdout,12,11005.0,0.9070268103251872,0.4939684023943164
IOX full semivariogram,station_holdout,13,11031.0,0.8718852485249461,0.4780137582672962
IOX full semivariogram,station_holdout,14,11015.0,0.8988369641409419,0.4869989008805101
IOX full semivariogram,station_holdout,15,11003.0,0.8641322773046939,0.4753316381419778
IOX full semivariogram,station_holdout,16,10994.0,0.8988578772420628,0.4864574740036717
IOX full semivariogram,station_holdout,17,11032.0,0.905167236300316,0.4905772900004865
IOX full semivariogram,station_holdout,18,10996.0,0.8855623337721378,0.4863935480789704
IOX full semivariogram,station_holdout,19,10999.0,0.8818041992556778,0.4822566220246047
LMC semivariogram,period_holdout,T=0.01,13898.0,0.1068123129867533,0.05448870843852799
LMC semivariogram,period_holdout,T=0.03,13898.0,0.10916079133727147,0.05265705833949112
LMC semivariogram,period_holdout,T=0.06,13898.0,0.24324194842264563,0.13074405808144623
LMC semivariogram,period_holdout,T=0.1,13897.0,0.3614234179683768,0.20040988402528698
LMC semivariogram,period_holdout,T=0.3,13891.0,0.45966066242827247,0.25883253730020195
LMC semivariogram,period_holdout,T=0.6,13846.0,0.42148183614362206,0.23724024587371043
LMC semivariogram,period_holdout,T=1,13342.0,0.4799035258485625,0.2701466838499091
LMC semivariogram,period_holdout,T=3,7997.0,0.601472379554636,0.33833752543246637
LMC semivariogram,period_holdout,T=6,5558.0,0.686113114925118,0.38707861989531717
LMC semivariogram,random_holdout,0,11025.0,0.3645430982414698,0.18155521077487688
LMC semivariogram,random_holdout,1,11025.0,0.35963506758703,0.1792798264199081
LMC semivariogram,random_holdout,10,11025.0,0.3554673438529161,0.17684149554738168
LMC semivariogram,random_holdout,11,11025.0,0.3588325664845717,0.17921089418917677
LMC semivariogram,random_holdout,12,11025.0,0.35851614317439995,0.1792297874502258
LMC semivariogram,random_holdout,13,11025.0,0.35692762892162916,0.17722644260814807
LMC semivariogram,random_holdout,14,11025.0,0.3623026024960404,0.17967720345109234
LMC semivariogram,random_holdout,15,11025.0,0.35825266096556313,0.17901275413664913
LMC semivariogram,random_holdout,16,11025.0,0.3629514794496015,0.17971584344273783
LMC semivariogram,random_holdout,17,11025.0,0.358536141347655,0.178931449963182
LMC semivariogram,random_holdout,18,11025.0,0.36032221503868805,0.17911112883021627
LMC semivariogram,random_holdout,19,11025.0,0.3522569256558993,0.1755152284200389
LMC semivariogram,random_holdout,2,11025.0,0.36569994293251745,0.1808710317565536
LMC semivariogram,random_holdout,3,11025.0,0.36146038517379886,0.17978433041521596
LMC semivariogram,random_holdout,4,11025.0,0.35661501187493017,0.17818205602931939
LMC semivariogram,random_holdout,5,11025.0,0.35930100014693495,0.17879090474259576
LMC semivariogram,random_holdout,6,11025.0,0.3566851310258546,0.17822844395391166
LMC semivariogram,random_holdout,7,11025.0,0.3576581859375547,0.1785249045724357
LMC semivariogram,random_holdout,8,11025.0,0.3624571062733535,0.18051178434858609
LMC semivariogram,random_holdout,9,11025.0,0.35646139849603237,0.17730254169051085
LMC semivariogram,station_holdout,0,10998.0,0.8884883745385078,0.48567584397670516
LMC semivariogram,station_holdout,1,11005.0,0.9330741096320903,0.4976649484168974
LMC semivariogram,station_holdout,10,11011.0,0.8617441150687829,0.46803271022171156
LMC semivariogram,station_holdout,11,10985.0,0.8841007711229263,0.4778101402687117
LMC semivariogram,station_holdout,12,11005.0,0.8915925654110259,0.4857408417296644
LMC semivariogram,station_holdout,13,11031.0,0.8522103671686204,0.46708132230713256
LMC semivariogram,station_holdout,14,11015.0,0.8804308022204678,0.4765096137814598
LMC semivariogram,station_holdout,15,11003.0,0.8368512173678537,0.4605592146388365
LMC semivariogram,station_holdout,16,10994.0,0.878632386148822,0.47503413971876074
LMC semivariogram,station_holdout,17,11032.0,0.883380393342493,0.47770582549221113
LMC semivariogram,station_holdout,18,10996.0,0.8680250594090251,0.4765750396529214
LMC semivariogram,station_holdout,19,10999.0,0.8565888807630463,0.4697656872747902
LMC semivariogram,station_holdout,2,11020.0,0.8899192138866594,0.48081006167132706
LMC semivariogram,station_holdout,3,10999.0,0.8625090459477474,0.47005511833457225
LMC semivariogram,station_holdout,4,11013.0,0.8818717970397031,0.4788024247284656
LMC semivariogram,station_holdout,5,11015.0,0.8799220404227962,0.47342753607769855
LMC semivariogram,station_holdout,6,11014.0,0.8759622823501928,0.47609559988375355
LMC semivariogram,station_holdout,7,11019.0,0.8740623505070949,0.47754789229751904
LMC semivariogram,station_holdout,8,10982.0,0.8761781421083169,0.4743926577799804
LMC semivariogram,station_holdout,9,10974.0,0.851509300816588,0.4663378796663106
Pairwise empirical semivariogram,period_holdout,T=0.01,13898.0,0.15340422632305453,0.08149195151355118
Pairwise empirical semivariogram,period_holdout,T=0.03,13898.0,0.1315052431332662,0.06790966039024589
Pairwise empirical semivariogram,period_holdout,T=0.06,13898.0,0.27409770288082524,0.14641214747012835
Pairwise empirical semivariogram,period_holdout,T=0.1,13897.0,0.43528941690360035,0.2402200966198809
Pairwise empirical semivariogram,period_holdout,T=0.3,13891.0,0.5471519910469411,0.3049458991223865
Pairwise empirical semivariogram,period_holdout,T=0.6,13846.0,0.5067921191692454,0.2823681682448131
Pairwise empirical semivariogram,period_holdout,T=1,13342.0,0.5683824730725494,0.3169401406033472
Pairwise empirical semivariogram,period_holdout,T=3,7997.0,0.7501456479960266,0.4249124610293201
Pairwise empirical semivariogram,period_holdout,T=6,5558.0,0.8622222426953539,0.49314559213585146
Pairwise empirical semivariogram,random_holdout,0,11025.0,0.4684902287435814,0.21321937240249833
Pairwise empirical semivariogram,random_holdout,1,11025.0,0.4523294496277844,0.20910475352923186
Pairwise empirical semivariogram,random_holdout,10,11025.0,0.4512499182558409,0.20962755754592113
Pairwise empirical semivariogram,random_holdout,11,11025.0,0.4547856685446466,0.2103699752182763
Pairwise empirical semivariogram,random_holdout,12,11025.0,0.44954915015877367,0.21053093941249368
Pairwise empirical semivariogram,random_holdout,13,11025.0,0.44941087306259697,0.20965422533282585
Pairwise empirical semivariogram,random_holdout,14,11025.0,0.45473556168747237,0.210173026692906
Pairwise empirical semivariogram,random_holdout,15,11025.0,0.4479703276037576,0.2103931233069264
Pairwise empirical semivariogram,random_holdout,16,11025.0,0.45503174107888905,0.2110424694185304
Pairwise empirical semivariogram,random_holdout,17,11025.0,0.45821317348584806,0.2103331236760665
Pairwise empirical semivariogram,random_holdout,18,11025.0,0.4510187814754255,0.20993545136131597
Pairwise empirical semivariogram,random_holdout,19,11025.0,0.44833391468046496,0.20647313688438654
Pairwise empirical semivariogram,random_holdout,2,11025.0,0.45356323020574685,0.2124809095294566
Pairwise empirical semivariogram,random_holdout,3,11025.0,0.4501100340124578,0.21138555375124798
Pairwise empirical semivariogram,random_holdout,4,11025.0,0.44789501510868884,0.2097138817208277
Pairwise empirical semivariogram,random_holdout,5,11025.0,0.45221697575563297,0.2098746911891984
Pairwise empirical semivariogram,random_holdout,6,11025.0,0.4531238204392375,0.21060545231146285
Pairwise empirical semivariogram,random_holdout,7,11025.0,0.45729723686389046,0.21160459866319545
Pairwise empirical semivariogram,random_holdout,8,11025.0,0.4617775071972975,0.21185473491123985
Pairwise empirical semivariogram,random_holdout,9,11025.0,0.4493156455076921,0.20975587749924668
Pairwise empirical semivariogram,station_holdout,0,10998.0,1.0616169961525106,0.5584816470663184
Pairwise empirical semivariogram,station_holdout,1,11005.0,1.083517584495455,0.5650427106115445
Pairwise empirical semivariogram,station_holdout,10,11011.0,1.0272721353837961,0.5388072628831587
Pairwise empirical semivariogram,station_holdout,11,10985.0,1.0926667435623452,0.5598401885818719
Pairwise empirical semivariogram,station_holdout,12,11005.0,1.0821758371947008,0.5627796163985647
Pairwise empirical semivariogram,station_holdout,13,11031.0,1.0219363549314742,0.5354029606532725
Pairwise empirical semivariogram,station_holdout,14,11015.0,1.062743422399167,0.5598969942132115
Pairwise empirical semivariogram,station_holdout,15,11003.0,1.0350383393687395,0.5419491476297981
Pairwise empirical semivariogram,station_holdout,16,10994.0,1.0379563558445701,0.5458133081508384
Pairwise empirical semivariogram,station_holdout,17,11032.0,1.0672797609807532,0.5559644010388897
Pairwise empirical semivariogram,station_holdout,18,10996.0,1.058176507009224,0.5558227800244043
Pairwise empirical semivariogram,station_holdout,19,10999.0,1.019268382674684,0.534571569471739
Pairwise empirical semivariogram,station_holdout,2,11020.0,1.0681397155176278,0.5587949628715438
Pairwise empirical semivariogram,station_holdout,3,10999.0,1.0742840816919594,0.5506021897028958
Pairwise empirical semivariogram,station_holdout,4,11013.0,1.0725965466276388,0.5557641436875027
Pairwise empirical semivariogram,station_holdout,5,11015.0,1.0542260112610389,0.5489116568678062
Pairwise empirical semivariogram,station_holdout,6,11014.0,1.073182190009779,0.5562171607401971
Pairwise empirical semivariogram,station_holdout,7,11019.0,1.0438140494527754,0.552403507460588
Pairwise empirical semivariogram,station_holdout,8,10982.0,1.0741742621351544,0.5599312300111082
Pairwise empirical semivariogram,station_holdout,9,10974.0,1.024175936043528,0.5374947762038419
